"","prob"
"554",0.339454636943597
"555",0.371423310853135
"556",0.254457414773075
"557",0.33094139838338
"558",0.252553344264308
"559",0.37880484145565
"560",0.224146584518085
"561",0.290007602548535
"562",0.295487633624619
"563",0.340806989132099
"564",0.367672913769993
"565",0.188538796592053
"566",0.1992594124504
"567",0.260450161995999
"568",0.237899006177188
"569",0.32429533731721
"570",0.288291741325784
"571",0.301810259531938
"572",0.387424498864875
"573",0.284683428287365
"574",0.271823450446467
"575",0.306061724491773
"576",0.240806097259684
"577",0.272408575195367
"578",0.356721201454022
"579",0.224356854425778
"580",0.225198354845637
"581",0.302307831467267
"582",0.249250487496501
"583",0.296843189911535
"584",0.321101791467053
"585",0.271976325481581
"586",0.243207846427235
"587",0.234107265362095
"588",0.526337685922078
"589",0.362646191470264
"590",0.238880126734538
"591",0.201595759823145
"592",0.257056197031681
"593",0.296594676980259
"594",0.257297617465334
"595",0.222478605088879
"596",0.275002043536133
"597",0.296877110144449
"598",0.423941294225881
"599",0.243681968608546
"600",0.223837418107622
"601",0.355695745445258
"602",0.247451466784238
"603",0.206179065210827
"604",0.362570614720347
"605",0.283241339970699
"606",0.278880683037724
"607",0.277304224549205
"608",0.269957557872017
"609",0.269833610681143
"610",0.233673901908881
"611",0.30032497723386
"612",0.313001730281588
"613",0.258824002807269
"614",0.232972253163077
"615",0.24125769703986
"616",0.255650621321337
"617",0.290712144925545
"618",0.300995483979766
"619",0.272584950020591
"620",0.226113464235315
"621",0.295930439777325
"622",0.331372120690143
"623",0.384994023354975
"624",0.238881626619125
"625",0.332159458918233
"626",0.255769089959061
"627",0.271627913219364
"628",0.259155075169027
"629",0.288137128389718
"630",0.258186874048191
"631",0.317642729099271
"632",0.306798562474147
"633",0.258605359804022
"634",0.218306571131448
"635",0.224460178473037
"636",0.374853627275486
"637",0.250909173216158
"638",0.219422287284176
"639",0.235729177185215
"640",0.245040716614669
"641",0.302947099985579
"642",0.307805187381474
"643",0.341807891623271
"644",0.210003416267796
"645",0.259630995718963
"646",0.217843713237898
"647",0.25315156006196
"648",0.255994058717228
"649",0.227419543491177
"650",0.256511856465453
"651",0.212671977417568
"652",0.216381831078495
"653",0.29752447117309
"654",0.239520958729669
"655",0.251278674013516
"656",0.256315488806452
"657",0.283232734753866
"658",0.209056416981563
"659",0.274732445058533
"660",0.214083814334924
"661",0.221261622880867
"662",0.296541609535215
"663",0.309875788980263
"664",0.304911923724688
"665",0.342490848442984
"666",0.263484903558782
"667",0.29630101951876
"668",0.236331473927459
"669",0.248219288748778
"670",0.188827365262947
"671",0.261791031130481
"672",0.235334178817482
"673",0.246212681478799
"674",0.259879403158858
"675",0.219829955325458
"676",0.286805416727906
"677",0.265825157596027
"678",0.261028136277753
"679",0.238713758753297
"680",0.222624653126774
"681",0.276302412370499
"682",0.217703821459628
"683",0.300745096254079
"684",0.211511777711566
"685",0.224025340257929
"686",0.264486903502184
"687",0.300050120063936
"688",0.383921310413607
"689",0.269680978034309
"690",0.286797897856207
"691",0.309934815675028
"692",0.23430765064864
"693",0.222801218320345
"694",0.200695746455542
"695",0.327095243642442
"696",0.231660999724548
"697",0.21115606462392
"698",0.240304215884759
"699",0.256638281929104
"700",0.209932324846557
"701",0.233483274214297
"702",0.344064567295547
"703",0.316267812542912
"704",0.293291472821408
"705",0.247624168980251
"706",0.201806205331908
"707",0.253752469606044
"708",0.267228621686286
"709",0.26950270724461
"710",0.337955968885992
"711",0.230977429623521
"712",0.251999471605384
"713",0.422540341333162
"714",0.261513740798164
"715",0.388806361348396
"716",0.236896260350696
"717",0.264166115806995
"718",0.268739392192802
"719",0.249288141678399
"720",0.274707910092365
"721",0.354579765175906
"722",0.218956278924025
"723",0.2116084512701
"724",0.230381258604937
"725",0.252649375549687
"726",0.250449608623043
"727",0.256458589042689
"728",0.391765950948461
"729",0.272349292180354
"730",0.239708207500388
"731",0.287369877541613
"732",0.237825425727623
"733",0.25743616296135
"734",0.361682866635366
"735",0.383583828206922
"736",0.225427061710668
"737",0.231058534720171
"738",0.213800949204322
"739",0.233482820903867
"740",0.231295088221707
"741",0.250335244783248
"742",0.223824595538046
"743",0.26820596980356
"744",0.266145874466515
"745",0.340698711631077
"746",0.303994304299324
"747",0.353243318611146
"748",0.196837712616162
"749",0.331478067212879
"750",0.255243132378618
"751",0.203275633968062
"752",0.313405155203163
"753",0.31093070729688
"754",0.255125113068524
"755",0.228501900027121
"756",0.245124439617767
"757",0.221649545081668
"758",0.324522025839858
"759",0.278099124236244
"760",0.279249617449228
"761",0.24696671642527
"762",0.250045495048857
"763",0.333801702897792
"764",0.228449831404522
"765",0.254122356546594
"766",0.262439600951552
"767",0.27446179978159
"768",0.235406131433563
"769",0.322686872685734
"770",0.23150115041701
"771",0.311603129793279
"772",0.308040818505842
"773",0.19950960123699
"774",0.242049661984026
"775",0.263051157811799
"776",0.243147892640143
"777",0.325604963934543
"778",0.330389143807839
"779",0.247722025941764
"780",0.287655392557303
"781",0.349532751818433
"782",0.26125125605585
"783",0.342672227688207
"784",0.273294058562466
"785",0.282193076090369
"786",0.309884024440256
"787",0.222368393649813
"788",0.244744525439033
"789",0.318943073421324
"790",0.195918507673534
"791",0.313858652461175
"792",0.239180174177481
"793",0.232020573049869
"794",0.247109933568992
"795",0.343788959623962
"796",0.345069502250502
"797",0.245811660617081
"798",0.334060822044074
"799",0.262518961335001
"800",0.27528285385622
"801",0.238430862181702
"802",0.208110241448748
"803",0.246913213542424
"804",0.264329467531435
"805",0.298700310604956
"806",0.265691961619194
"807",0.229912881979815
"808",0.277416873721038
"809",0.228230344447002
"810",0.236778220944105
"811",0.245850421143039
"812",0.320241545100485
"813",0.209918446340449
"814",0.266925506789468
"815",0.29226329222891
"816",0.271468200912344
"817",0.248296997997129
"818",0.279810721768572
"819",0.321377475522786
"820",0.255385035753656
"821",0.255601236648699
"822",0.211998352257195
"823",0.274630412420847
"824",0.330076484409529
"825",0.266928741262417
"826",0.24491838842075
"827",0.275711822551774
"828",0.239313654524702
"829",0.361310579888283
"830",0.286452480105359
"831",0.27580842722179
"832",0.230055107145912
"833",0.209377272248159
"834",0.322200516822596
"835",0.254717141218369
"836",0.282717320517955
"837",0.303804122844469
"838",0.22941028627527
"839",0.25772599091779
"840",0.239373390392894
"841",0.359031509338664
"842",0.260276870209456
"843",0.364558341280088
"844",0.287425103248375
"845",0.36434095443127
"846",0.239798694361075
"847",0.239771647854887
"848",0.251262174826986
"849",0.22035010065529
"850",0.302048117437034
"851",0.202817052952882
"852",0.218914177873918
"853",0.338330259630521
"854",0.309154738355668
"855",0.216730136247073
"856",0.268282765094038
"857",0.321759284106155
"858",0.275229592552956
"859",0.289600964893195
"860",0.280335846728397
"861",0.256349141370306
"862",0.248546193523973
"863",0.292252065176193
"864",0.359718395766964
"865",0.312804344146253
"866",0.211199240965007
"867",0.270221686299266
"868",0.301196437399807
"869",0.282486468409999
"870",0.320450355177044
"871",0.227699771327617
"872",0.260145708948486
"873",0.358975559151948
"874",0.212669761500071
"875",0.318971236762913
"876",0.195598394449734
"877",0.233409472774851
"878",0.300512292558854
"879",0.267767884255527
"880",0.249272755290954
"881",0.256483451950895
"882",0.238042174481883
"883",0.266172415949071
"884",0.270997051555268
"885",0.228789398512548
"886",0.275794378035695
"887",0.234768529606053
"888",0.215858682224979
"889",0.310460328893441
"890",0.444167301801222
"891",0.254204640096178
"892",0.214283294044281
"893",0.272050668008465
"894",0.271021010241626
"895",0.316232091233363
"896",0.25879642635183
"897",0.263850331232128
"898",0.259213195673341
"899",0.295482059630444
"900",0.218032927431922
"901",0.298945968260914
"902",0.234410466322582
"903",0.231340557650124
"904",0.2404195384559
"905",0.266590174629948
"906",0.362503974472644
"907",0.2746664009442
"908",0.278220696725624
"909",0.242168539550077
"910",0.246783018539952
"911",0.223393320387338
"912",0.219246034220282
"913",0.221080566627224
"914",0.250070242318305
"915",0.286890679577944
"916",0.243649369662186
"917",0.204563531532036
"918",0.307444329866004
"919",0.20730250529334
"920",0.336432325686107
"921",0.239272704354737
"922",0.230642020902562
"923",0.235113886844239
"924",0.228031419418506
"925",0.294277723163595
"926",0.262868761346601
"927",0.348242376691733
"928",0.243614757760489
"929",0.299703616722597
"930",0.338794363832305
"931",0.241492899524971
"932",0.370845688325674
"933",0.268609545828957
"934",0.222592776743744
"935",0.382303080021123
"936",0.226148343015583
"937",0.25307178382636
"938",0.237273974751039
"939",0.241417517401629
"940",0.340288277043981
"941",0.266548086071675
"942",0.251706575002934
"943",0.22527087677673
"944",0.382489860783032
"945",0.291479622427134
"946",0.205489532442501
"947",0.319681625868175
"948",0.268684670910483
"949",0.253235042661783
"950",0.291803663324477
"951",0.229588571903981
"952",0.314045709814024
"953",0.239092860018153
"954",0.239969382086734
"955",0.226436511692622
"956",0.244069732811369
"957",0.217871710363296
"958",0.280094621163153
"959",0.233866104171209
"960",0.227209366679621
"961",0.335850164947201
"962",0.306073756623373
"963",0.268964084556938
"964",0.242601993370544
"965",0.250761660126453
"966",0.241501077458553
"967",0.316336360598709
"968",0.223917434871954
"969",0.264523898743986
"970",0.436574632696481
"971",0.361589811695001
"972",0.243161196989606
"973",0.23046314070815
"974",0.371889217138605
"975",0.333369049420901
"976",0.225792696812567
"977",0.316381086221743
"978",0.328011250157662
"979",0.293467934827949
"980",0.263046393419053
"981",0.268021889356261
"982",0.353033722614384
"983",0.214234440209381
"984",0.208598465398622
"985",0.271704758727658
"986",0.256956701920665
"987",0.27526491242789
"988",0.239243744879351
"989",0.362008667035404
"990",0.264711292439863
"991",0.310605755780317
"992",0.35469680791982
"993",0.304899458486902
"994",0.350883307486792
"995",0.355319349525437
"996",0.248912467259544
"997",0.304753196057129
"998",0.251054532005213
"999",0.229170734183106
"1000",0.326651515511694
"1001",0.257006113862349
"1002",0.274510529491628
"1003",0.220024091499753
"1004",0.23717872760882
"1005",0.238641656267609
"1006",0.330798091480507
"1007",0.257298244197157
"1008",0.340496307536833
"1009",0.236240757364046
"1010",0.227770272671556
"1011",0.226854510764583
"1012",0.312224185208484
"1013",0.227559776204518
"1014",0.236400665613165
"1015",0.279599582872457
"1016",0.265064997575119
"1017",0.237168622704134
"1018",0.356343632953569
"1019",0.358694057965368
"1020",0.265520107707083
"1021",0.237436439363319
"1022",0.204599872203307
"1023",0.265323559108287
"1024",0.23962101114719
"1025",0.205301569241766
"1026",0.253418117601095
"1027",0.348084590424151
"1028",0.308517836801255
"1029",0.309566791318546
"1030",0.264473738636717
"1031",0.346476587768953
"1032",0.285545791037668
"1033",0.337109354774642
"1034",0.231332498186561
"1035",0.272541312511323
"1036",0.351949248163799
"1037",0.212136029468908
"1038",0.287062499497092
"1039",0.223151174422905
"1040",0.264270549486625
"1041",0.252330261478599
"1042",0.280175053299182
"1043",0.257767343455809
"1044",0.216331182569289
"1045",0.274880267869929
"1046",0.28790609956769
"1047",0.312164529376631
"1048",0.380525147691097
"1049",0.233797469455807
"1050",0.307656269853776
"1051",0.342789219394378
"1052",0.22196866603711
"1053",0.251773191507375
"1054",0.314984993136499
"1055",0.280518327807721
"1056",0.226843496807965
"1057",0.29236455193243
"1058",0.258524717347595
"1059",0.258073639542301
"1060",0.221562172514808
"1061",0.23201647791272
"1062",0.271696978070738
"1063",0.252531322696142
"1064",0.263457430479467
"1065",0.262494522714582
"1066",0.217105400112113
"1067",0.262534284997657
"1068",0.276466060976446
"1069",0.324907009814357
"1070",0.26799138833276
"1071",0.295396846050572
"1072",0.24062582079958
"1073",0.258533591064165
"1074",0.233851184673096
"1075",0.225023869772623
"1076",0.308435381833986
"1077",0.263252379284675
"1078",0.334883519117351
"1079",0.238471203483126
"1080",0.363178010523593
"1081",0.195499100749337
"1082",0.246193371529571
"1083",0.330912044463117
"1084",0.353180835120055
"1085",0.339729996647199
"1086",0.251689941839533
"1087",0.217978718140399
"1088",0.356366417770843
"1089",0.264260312447672
"1090",0.291845327481938
"1091",0.303787480198043
"1092",0.301156099711384
"1093",0.237562841378574
"1094",0.284698438870589
"1095",0.26509353068453
"1096",0.250034297188663
"1097",0.253561601300876
"1098",0.245034034216024
"1099",0.311904189711759
"1100",0.25996819946514
"1101",0.247810509977165
"1102",0.226143187561626
"1103",0.299313165639682
"1104",0.337213030839325
"1105",0.393390075287667
"1106",0.239009888686011
"1107",0.332153256085177
"1108",0.228826850238787
"1109",0.298704009652669
"1110",0.24092482354901
"1111",0.264879391663818
"1112",0.228225653221253
"1113",0.218218366457633
"1114",0.266695984015111
"1115",0.317912467557836
"1116",0.199070684169544
"1117",0.208169296447099
"1118",0.316936749551514
"1119",0.278959421438242
"1120",0.263271103249402
"1121",0.312557351558025
"1122",0.368561636338309
"1123",0.24424882232747
"1124",0.281274457168883
"1125",0.389856361122457
"1126",0.282049680984919
"1127",0.259057207349104
"1128",0.325631285574368
"1129",0.3037257225668
"1130",0.212308134478786
"1131",0.259154831371631
"1132",0.325448125770028
"1133",0.256477797885644
"1134",0.314856078215235
"1135",0.323117405991035
"1136",0.258728553168815
"1137",0.259505782567698
"1138",0.274225612281565
"1139",0.253667780560768
"1140",0.262734160889503
"1141",0.256861419795308
"1142",0.182609324361403
"1143",0.274093206306462
"1144",0.345290116736603
"1145",0.34778949891937
"1146",0.237782904346061
"1147",0.312967741805733
"1148",0.223795015409447
"1149",0.243468020460753
"1150",0.301423118701342
"1151",0.23740505103205
"1152",0.311552540629146
"1153",0.327180342583225
"1154",0.275882374674212
"1155",0.274933908020916
"1156",0.267337566925505
"1157",0.239177230241389
"1158",0.33816781795973
"1159",0.256415527517874
"1160",0.23664361868158
"1161",0.25114009926412
"1162",0.243825178140563
"1163",0.313624853555482
"1164",0.242076915117241
"1165",0.290356372040641
"1166",0.306089130667167
"1167",0.233189889043586
"1168",0.363460990073823
"1169",0.279794913491739
"1170",0.27264075414679
"1171",0.233266357834327
"1172",0.203635797967338
"1173",0.328556052928283
"1174",0.282187620604831
"1175",0.230387105769572
"1176",0.304928246428338
"1177",0.259760369101512
"1178",0.251463536485392
"1179",0.251408112155419
"1180",0.225946550217894
"1181",0.287495242436207
"1182",0.329054187109413
"1183",0.237232138824754
"1184",0.301977811794926
"1185",0.241589887797506
"1186",0.276453361186217
"1187",0.26358969102236
"1188",0.300360443808395
"1189",0.225598713927963
"1190",0.213436436877843
"1191",0.243627791852617
"1192",0.24792736577633
"1193",0.226532064920498
"1194",0.356363430954553
"1195",0.2285063392608
"1196",0.229930803700978
"1197",0.242599142127322
"1198",0.242326643885091
"1199",0.226890675303586
"1200",0.375929510066174
"1201",0.240815746360138
"1202",0.294900847995028
"1203",0.238643059653435
"1204",0.240696388926442
"1205",0.222584482318844
"1206",0.252512332998742
"1207",0.250511674815265
"1208",0.286336934825345
"1209",0.387511962042882
"1210",0.279003172822916
"1211",0.281115097228134
"1212",0.22072299244246
"1213",0.223086497795081
"1214",0.263212717369561
"1215",0.228700992289321
"1216",0.34319717952361
"1217",0.188496571832142
"1218",0.243341430030511
"1219",0.298032510716527
"1220",0.357384102612338
"1221",0.205420764499993
"1222",0.252011331816846
"1223",0.275251105586626
"1224",0.279603913408247
"1225",0.217949261803683
"1226",0.337354637146306
"1227",0.256326098697734
"1228",0.312248169773984
"1229",0.21944917105108
"1230",0.342700925857031
"1231",0.259447675678235
"1232",0.275882232903509
"1233",0.220235089446148
"1234",0.248490478997101
"1235",0.339182460363461
"1236",0.323249580495247
"1237",0.265642853743601
"1238",0.367035414773541
"1239",0.230374694971721
"1240",0.222834339854301
"1241",0.266904043973151
"1242",0.28691997976085
"1243",0.235210410828488
"1244",0.188986057239405
"1245",0.341944548851152
"1246",0.2802273725338
"1247",0.249545105428744
"1248",0.278983260473857
"1249",0.204784692159475
